displacement,strain,pore_pressure,rainfall,temperature,vibration,rockfall_event
3.097842053007213,0.046986357742242114,0.5897398768024458,70.87599546829095,16.95851509313141,4.017148637660338,0
2.589831510631707,0.02205671042484546,1.0671083614062724,98.49966643133973,14.820830044186453,2.0522601343217945,0
3.723381527792035,0.009256578808686106,1.7597821563898346,18.892316435964407,12.675336300233253,4.084892167893318,0
3.353521781758327,0.008931495540865924,0.7941664609933252,87.78067810697188,18.50575238186833,3.01549226624342,1
2.973162072210523,0.03685141626148375,0.39544055552610424,4.657233669876248,16.9483736335955,0.4689339411272475,1
0.06487260485228463,0.007420903259044859,1.7654091436346506,68.18688574345302,28.486450511980337,0.7477820308424515,0
1.3649779366352606,0.02761778554578235,0.12210929384107017,65.41141515689111,37.64720912176403,3.035148751829246,0
0.29952305963208414,0.04517064735161436,0.3921977988928045,33.44471390067414,28.24043462893081,3.070454564722589,0
0.4124605780601548,0.01269768211624226,0.001783821496880611,47.136860213287214,10.467343094243907,4.782368313977914,0
0.7975397583165117,0.00455964265435248,1.5827399944029206,45.70952706734352,29.50592668636365,0.801552852573435,0
3.2772639376736317,0.03162396803551965,0.8626923231788499,49.83739124005253,39.54325324574902,0.42215410590951963,1
3.5095131324744937,0.01012474690002182,1.375311070823749,43.40714266461351,39.161556435690045,0.9656586221802888,0
3.639989012202867,0.042638417463115696,1.4956993437061639,69.62232143249074,38.33383289417875,4.265239109964371,0
2.2536090352886244,0.017976485860767694,0.7833509031621977,12.265053362512223,15.236218605665918,4.307042164606526,1
4.085474294861664,0.04056120487904077,0.7612728518632363,70.184120720092,18.079498379716746,0.5887251885129124,0
3.14844113283099,0.020137029003796866,0.5883476541524051,62.54579989823237,21.90214743877258,2.3386466903576157,1
0.9027556991673208,0.0004439218349372498,1.6253759212335488,16.91124989834748,27.999320592955016,3.4630675075115747,0
3.839683237858442,0.03542541495942819,0.33233473081300136,59.80535680843394,27.80985332251555,0.23221171864339196,1
1.6743744649902075,0.008369971345762922,0.436495804793134,38.747117201460966,12.097440229543494,3.8746986113159965,1
4.338536299823106,0.020185660884146195,0.45278134494018185,58.05597701493236,13.095678112595266,2.6219054053305375,1
4.774258776203899,0.024116812060818244,1.7731274339319267,14.575598655189815,19.549042617521295,3.263480499664866,0
0.7961395480444816,0.03526576530387423,1.0916152752658677,38.969739209430024,28.700907453720816,1.241086038976254,0
0.9962425968352828,0.03524598038323047,0.6679003298385922,45.634690233232575,12.064496424532337,2.939513203010983,0
2.138515844488256,0.03660569425889822,0.3990294657738722,89.08809580435822,18.171172719534,1.775198487235834,1
3.4085537782716213,0.017159849989867717,0.5363851270005611,0.6422576934982605,11.595051342356424,3.6732802045302835,1
4.634890992239396,0.018432681302968157,1.9147330088373413,22.253287480504515,26.189494944638497,4.461122235951218,0
4.752086251669111,0.04470899450788354,1.8894018922792881,20.239409459832526,27.066332766397817,1.3463039287925276,0
